season,date,home_team,away_team,full_time_home_goals,full_time_away_goals,full_time_result,home_goals_avg_5,away_goals_avg_5,home_odds,draw_odds,away_odds,leakage_guard
2021/22,13/02/2022,Tottenham,Wolves,0,2,A,,,1.7,3.6,5.5,Only rows before current match
2021/22,13/02/2022,Leicester,West Ham,2,2,D,,,2.9,3.5,2.3,Only rows before current match
2021/22,15/02/2022,Man United,Brighton,2,0,H,,,1.72,3.75,4.75,Only rows before current match
2021/22,19/02/2022,West Ham,Newcastle,1,1,D,2.000,1.000,1.7,4,4.75,Only rows before current match
2021/22,19/02/2022,Arsenal,Brentford,2,1,H,,,1.44,4.2,8,Only rows before current match
2021/22,19/02/2022,Aston Villa,Watford,0,1,A,,,1.65,3.6,5.75,Only rows before current match
2021/22,19/02/2022,Brighton,Burnley,0,3,A,0.000,,1.66,3.5,6,Only rows before current match
2021/22,19/02/2022,Crystal Palace,Chelsea,0,1,A,,,5.5,3.8,1.65,Only rows before current match
2021/22,19/02/2022,Liverpool,Norwich,3,1,H,,,1.1,9,23,Only rows before current match
2021/22,19/02/2022,Southampton,Everton,2,0,H,,,2.1,3.5,3.5,Only rows before current match
2021/22,19/02/2022,Man City,Tottenham,2,3,A,,,1.28,6,10,Only rows before current match
2021/22,20/02/2022,Leeds,Man United,2,4,A,,,3.9,3.8,1.85,Only rows before current match
2021/22,20/02/2022,Wolves,Leicester,2,1,H,,,2.25,3.3,3.25,Only rows before current match
2021/22,23/02/2022,Burnley,Tottenham,1,0,H,,3.000,4.6,3.8,1.75,Only rows before current match
2021/22,23/02/2022,Watford,Crystal Palace,1,4,A,,,3.1,3.3,2.3,Only rows before current match
2021/22,23/02/2022,Liverpool,Leeds,6,0,H,,2.000,1.16,8,15,Only rows before current match
2021/22,24/02/2022,Arsenal,Wolves,2,1,H,,2.000,1.65,3.8,5.5,Only rows before current match
2021/22,25/02/2022,Southampton,Norwich,2,0,H,,,1.53,4.33,6,Only rows before current match
2021/22,26/02/2022,Leeds,Tottenham,0,4,A,0.000,0.000,4.2,3.6,1.85,Only rows before current match
2021/22,26/02/2022,Brentford,Newcastle,0,2,A,,,2.5,3.2,3,Only rows before current match
2021/22,26/02/2022,Crystal Palace,Burnley,1,1,D,,,1.9,3.6,4,Only rows before current match
2021/22,26/02/2022,Man United,Watford,0,0,D,,,1.3,5.5,9.5,Only rows before current match
2021/22,26/02/2022,Brighton,Aston Villa,0,2,A,,,2.2,3.3,3.5,Only rows before current match
2021/22,26/02/2022,Everton,Man City,0,1,A,,,10,5.75,1.28,Only rows before current match
2021/22,27/02/2022,West Ham,Wolves,1,0,H,,,2.05,3.3,3.8,Only rows before current match
2021/22,01/03/2022,Burnley,Leicester,0,2,A,1.000,,2.9,3.4,2.4,Only rows before current match
2021/22,05/03/2022,Leicester,Leeds,1,0,H,2.000,,1.75,4,4.2,Only rows before current match
2021/22,05/03/2022,Aston Villa,Southampton,4,0,H,2.000,,2.3,3.5,3,Only rows before current match
2021/22,05/03/2022,Burnley,Chelsea,0,4,A,0.000,,6.5,4.33,1.5,Only rows before current match
2021/22,05/03/2022,Newcastle,Brighton,2,1,H,,,2.75,3.2,2.62,Only rows before current match
2021/22,05/03/2022,Norwich,Brentford,1,3,A,,,2.9,3.1,2.5,Only rows before current match
2021/22,05/03/2022,Wolves,Crystal Palace,0,2,A,,,2.3,3.1,3.4,Only rows before current match
2021/22,05/03/2022,Liverpool,West Ham,1,0,H,,,1.28,5.75,9.5,Only rows before current match
2021/22,06/03/2022,Watford,Arsenal,2,3,A,,,6,4,1.57,Only rows before current match
2021/22,06/03/2022,Man City,Man United,4,1,H,,,1.4,4.75,7.5,Only rows before current match
2021/22,07/03/2022,Tottenham,Everton,5,0,H,,,1.57,3.8,5.75,Only rows before current match
2021/22,10/03/2022,Norwich,Chelsea,1,3,A,,,11,4.75,1.3,Only rows before current match
2021/22,10/03/2022,Southampton,Newcastle,1,2,A,,,2,3.75,3.5,Only rows before current match
2021/22,10/03/2022,Wolves,Watford,4,0,H,,2.000,1.75,3.6,4.5,Only rows before current match
2021/22,10/03/2022,Leeds,Aston Villa,0,3,A,,,2.7,3.5,2.5,Only rows before current match
2021/22,12/03/2022,Brighton,Liverpool,0,2,A,,,6,4.33,1.5,Only rows before current match
2021/22,12/03/2022,Brentford,Burnley,2,0,H,,,2.15,3.2,3.6,Only rows before current match
2021/22,12/03/2022,Man United,Tottenham,3,2,H,,,2.2,3.4,3.25,Only rows before current match
2021/22,13/03/2022,Chelsea,Newcastle,1,0,H,,,1.3,5.25,11,Only rows before current match
2021/22,13/03/2022,Everton,Wolves,0,1,A,,,2.3,3.2,3.3,Only rows before current match
2021/22,13/03/2022,Leeds,Norwich,2,1,H,,,1.55,4.2,5.75,Only rows before current match
2021/22,13/03/2022,Southampton,Watford,1,2,A,,,1.6,4.2,5.25,Only rows before current match
2021/22,13/03/2022,West Ham,Aston Villa,2,1,H,,,2.25,3.3,3.3,Only rows before current match
2021/22,13/03/2022,Arsenal,Leicester,2,0,H,,,1.5,4.5,6,Only rows before current match
2021/22,14/03/2022,Crystal Palace,Man City,0,0,D,,,10,5,1.33,Only rows before current match
2021/22,16/03/2022,Brighton,Tottenham,0,2,A,,,3.3,3.3,2.25,Only rows before current match
2021/22,16/03/2022,Arsenal,Liverpool,0,2,A,2.000,,3.5,4,1.9,Only rows before current match
2021/22,17/03/2022,Everton,Newcastle,1,0,H,,,2.4,3.25,3.1,Only rows before current match
2021/22,18/03/2022,Wolves,Leeds,2,3,A,,,2.1,3.5,3.4,Only rows before current match
2021/22,19/03/2022,Aston Villa,Arsenal,0,1,A,,0.000,3,3.3,2.4,Only rows before current match
2021/22,20/03/2022,Leicester,Brentford,2,1,H,,,2.15,3.4,3.4,Only rows before current match
2021/22,20/03/2022,Tottenham,West Ham,3,1,H,,,1.72,3.8,4.75,Only rows before current match
2021/22,02/04/2022,Liverpool,Watford,2,0,H,,,1.12,9.5,17,Only rows before current match
2021/22,02/04/2022,Brighton,Norwich,0,0,D,,,1.5,4,7,Only rows before current match
2021/22,02/04/2022,Burnley,Man City,0,2,A,,,15,6.5,1.2,Only rows before current match
2021/22,02/04/2022,Chelsea,Brentford,1,4,A,,1.000,1.33,5,10,Only rows before current match
2021/22,02/04/2022,Leeds,Southampton,1,1,D,,,2.37,3.75,2.75,Only rows before current match
2021/22,02/04/2022,Wolves,Aston Villa,2,1,H,,,3,3.1,2.55,Only rows before current match
2021/22,02/04/2022,Man United,Leicester,1,1,D,,,1.5,4.5,6,Only rows before current match
2021/22,03/04/2022,West Ham,Everton,2,1,H,,,1.75,3.8,4.5,Only rows before current match
2021/22,03/04/2022,Tottenham,Newcastle,5,1,H,,,1.5,4.33,6.5,Only rows before current match
2021/22,04/04/2022,Crystal Palace,Arsenal,3,0,H,,,4,3.4,1.95,Only rows before current match
2021/22,06/04/2022,Burnley,Everton,3,2,H,,1.000,2.62,3.1,2.87,Only rows before current match
2021/22,08/04/2022,Newcastle,Wolves,1,0,H,1.000,,2.25,3.1,3.4,Only rows before current match
2021/22,09/04/2022,Everton,Man United,1,0,H,1.500,,4.6,3.75,1.75,Only rows before current match
2021/22,09/04/2022,Arsenal,Brighton,1,2,A,0.000,,1.61,3.8,5.75,Only rows before current match
2021/22,09/04/2022,Southampton,Chelsea,0,6,A,,,3.8,3.6,1.95,Only rows before current match
2021/22,09/04/2022,Watford,Leeds,0,3,A,,,2.7,3.4,2.55,Only rows before current match
2021/22,09/04/2022,Aston Villa,Tottenham,0,4,A,,,3.2,3.4,2.25,Only rows before current match
2021/22,10/04/2022,Brentford,West Ham,2,0,H,,,2.62,3.3,2.62,Only rows before current match
2021/22,10/04/2022,Leicester,Crystal Palace,2,1,H,,,2.37,3.3,2.9,Only rows before current match
2021/22,10/04/2022,Norwich,Burnley,2,0,H,,,2.87,3.2,2.55,Only rows before current match
2021/22,10/04/2022,Man City,Liverpool,2,2,D,,,2,3.75,3.5,Only rows before current match
2021/22,16/04/2022,Tottenham,Brighton,0,1,A,4.000,,1.53,4,6.5,Only rows before current match
2021/22,16/04/2022,Man United,Norwich,3,2,H,,2.000,1.25,6.5,10,Only rows before current match
2021/22,16/04/2022,Southampton,Arsenal,1,0,H,,,3.8,3.6,1.95,Only rows before current match
2021/22,16/04/2022,Watford,Brentford,1,2,A,,,2.7,3.3,2.55,Only rows before current match
2021/22,17/04/2022,Newcastle,Leicester,2,1,H,,,2.2,3.4,3.3,Only rows before current match
2021/22,17/04/2022,West Ham,Burnley,1,1,D,,,1.7,3.8,5,Only rows before current match
2021/22,19/04/2022,Liverpool,Man United,4,0,H,,3.000,1.4,5,7,Only rows before current match
2021/22,20/04/2022,Chelsea,Arsenal,2,4,A,,0.000,1.83,3.6,4.33,Only rows before current match
2021/22,20/04/2022,Everton,Leicester,1,1,D,,1.000,2.25,3.4,3.25,Only rows before current match
2021/22,20/04/2022,Newcastle,Crystal Palace,1,0,H,2.000,,2.25,3.4,3.25,Only rows before current match
2021/22,20/04/2022,Man City,Brighton,3,0,H,,,1.16,7,17,Only rows before current match
2021/22,21/04/2022,Burnley,Southampton,2,0,H,,,2.75,3.25,2.62,Only rows before current match
2021/22,23/04/2022,Arsenal,Man United,3,1,H,4.000,,2.05,3.5,3.5,Only rows before current match
2021/22,23/04/2022,Leicester,Aston Villa,0,0,D,1.000,,2.8,3.4,2.5,Only rows before current match
2021/22,23/04/2022,Man City,Watford,5,1,H,3.000,,1.1,10,26,Only rows before current match
2021/22,23/04/2022,Norwich,Newcastle,0,3,A,,,3.5,3.3,2.15,Only rows before current match
2021/22,23/04/2022,Brentford,Tottenham,0,0,D,,,4.33,3.5,1.85,Only rows before current match
2021/22,24/04/2022,Brighton,Southampton,2,2,D,,,2.1,3.4,3.6,Only rows before current match
2021/22,24/04/2022,Burnley,Wolves,1,0,H,,,2.7,3,2.87,Only rows before current match
2021/22,24/04/2022,Chelsea,West Ham,1,0,H,,,1.5,4.33,6.5,Only rows before current match
2021/22,24/04/2022,Liverpool,Everton,2,0,H,,,1.18,7,15,Only rows before current match
2021/22,25/04/2022,Crystal Palace,Leeds,0,0,D,,,2.05,3.5,3.5,Only rows before current match
2021/22,28/04/2022,Man United,Chelsea,1,1,D,,1.000,3.2,3.4,2.25,Only rows before current match
2021/22,30/04/2022,Newcastle,Liverpool,0,1,A,,2.000,8.5,5,1.36,Only rows before current match
2021/22,30/04/2022,Aston Villa,Norwich,2,0,H,,,1.4,4.5,9,Only rows before current match
2021/22,30/04/2022,Southampton,Crystal Palace,1,2,A,,0.000,2.4,3.3,3.1,Only rows before current match
2021/22,30/04/2022,Watford,Burnley,1,2,A,,,2.6,3.3,2.75,Only rows before current match
2021/22,30/04/2022,Wolves,Brighton,0,3,A,,,2.7,3.2,2.75,Only rows before current match
2021/22,30/04/2022,Leeds,Man City,0,4,A,,,8.5,6,1.3,Only rows before current match
2021/22,01/05/2022,Everton,Chelsea,1,0,H,,,5,3.6,1.75,Only rows before current match
2021/22,01/05/2022,Tottenham,Leicester,3,1,H,,,1.44,4.75,7,Only rows before current match
2021/22,01/05/2022,West Ham,Arsenal,1,2,A,,,4.33,3.8,1.8,Only rows before current match
2021/22,02/05/2022,Man United,Brentford,3,0,H,,,1.72,4,4.5,Only rows before current match
2021/22,07/05/2022,Brentford,Southampton,3,0,H,0.000,,2.15,3.5,3.3,Only rows before current match
2021/22,07/05/2022,Burnley,Aston Villa,1,3,A,,,3,3.3,2.4,Only rows before current match
2021/22,07/05/2022,Chelsea,Wolves,2,2,D,,,1.33,5,9.5,Only rows before current match
2021/22,07/05/2022,Crystal Palace,Watford,1,0,H,,,1.65,4,5,Only rows before current match
2021/22,07/05/2022,Brighton,Man United,4,0,H,,3.000,2.8,3.5,2.45,Only rows before current match
2021/22,07/05/2022,Liverpool,Tottenham,1,1,D,,,1.4,5,7,Only rows before current match
2021/22,08/05/2022,Arsenal,Leeds,2,1,H,,,1.45,4.5,7,Only rows before current match
2021/22,08/05/2022,Leicester,Everton,1,2,A,,,2.6,3.3,2.75,Only rows before current match
2021/22,08/05/2022,Norwich,West Ham,0,4,A,,,4.5,3.8,1.75,Only rows before current match
2021/22,08/05/2022,Man City,Newcastle,5,0,H,,,1.16,7,17,Only rows before current match
2021/22,10/05/2022,Aston Villa,Liverpool,1,2,A,,1.000,7.5,4.75,1.4,Only rows before current match
2021/22,11/05/2022,Leeds,Chelsea,0,3,A,1.000,,4.75,4.2,1.65,Only rows before current match
2021/22,11/05/2022,Leicester,Norwich,3,0,H,1.000,0.000,1.44,4.75,7,Only rows before current match
2021/22,11/05/2022,Watford,Everton,0,0,D,,,4.2,3.6,1.83,Only rows before current match
2021/22,11/05/2022,Wolves,Man City,1,5,A,,5.000,11,6,1.25,Only rows before current match
2021/22,12/05/2022,Tottenham,Arsenal,3,0,H,,,2.05,3.75,3.5,Only rows before current match
2021/22,15/05/2022,Tottenham,Burnley,1,0,H,3.000,,1.33,5.25,9,Only rows before current match
2021/22,15/05/2022,Aston Villa,Crystal Palace,1,1,D,,,2,3.5,3.75,Only rows before current match
2021/22,15/05/2022,Leeds,Brighton,1,1,D,,,2.62,3.5,2.62,Only rows before current match
2021/22,15/05/2022,Watford,Leicester,1,5,A,,,3.8,3.5,1.95,Only rows before current match
2021/22,15/05/2022,West Ham,Man City,2,2,D,,,7.5,5,1.4,Only rows before current match
2021/22,15/05/2022,Wolves,Norwich,1,1,D,,,1.45,4.75,6.5,Only rows before current match
2021/22,15/05/2022,Everton,Brentford,2,3,A,,,2.05,3.6,3.5,Only rows before current match
2021/22,16/05/2022,Newcastle,Arsenal,2,0,H,,,4.33,3.6,1.83,Only rows before current match
2021/22,17/05/2022,Southampton,Liverpool,1,2,A,,,7.5,5.5,1.33,Only rows before current match
2021/22,19/05/2022,Everton,Crystal Palace,3,2,H,2.000,,1.9,3.4,4.33,Only rows before current match
2021/22,19/05/2022,Aston Villa,Burnley,1,1,D,,,2.05,3.5,3.6,Only rows before current match
2021/22,19/05/2022,Chelsea,Leicester,1,1,D,,,1.4,4.75,8,Only rows before current match
2021/22,22/05/2022,Arsenal,Everton,5,1,H,0.000,3.000,1.36,4.75,9,Only rows before current match
2021/22,22/05/2022,Brentford,Leeds,1,2,A,,,2.45,3.8,2.62,Only rows before current match
2021/22,22/05/2022,Brighton,West Ham,3,1,H,,,2.37,3.5,2.9,Only rows before current match
2021/22,22/05/2022,Burnley,Newcastle,1,2,A,1.000,,2.25,3.4,3.2,Only rows before current match
2021/22,22/05/2022,Chelsea,Watford,2,1,H,1.000,,1.18,7.5,15,Only rows before current match
2021/22,22/05/2022,Crystal Palace,Man United,1,0,H,,,3,3.6,2.25,Only rows before current match
2021/22,22/05/2022,Leicester,Southampton,4,1,H,,,1.85,4,3.8,Only rows before current match
2021/22,22/05/2022,Liverpool,Wolves,3,1,H,,,1.14,8.5,15,Only rows before current match
2021/22,22/05/2022,Man City,Aston Villa,3,2,H,,,1.16,8,17,Only rows before current match
2021/22,22/05/2022,Norwich,Tottenham,0,5,A,,,9.5,6.5,1.25,Only rows before current match
2022/23,05/08/2022,Crystal Palace,Arsenal,0,2,A,1.000,,4.2,3.6,1.85,Only rows before current match
2022/23,06/08/2022,Fulham,Liverpool,2,2,D,,3.000,11,6,1.25,Only rows before current match
2022/23,06/08/2022,Bournemouth,Aston Villa,2,0,H,,2.000,3.75,3.5,2,Only rows before current match
2022/23,06/08/2022,Leeds,Wolves,2,1,H,,,2.25,3.4,3.2,Only rows before current match
2022/23,06/08/2022,Newcastle,Nott'm Forest,2,0,H,,,1.66,3.8,5.25,Only rows before current match
2022/23,06/08/2022,Tottenham,Southampton,4,1,H,,,1.33,5.5,8.5,Only rows before current match
2022/23,06/08/2022,Everton,Chelsea,0,1,A,,,5.5,4,1.61,Only rows before current match
2022/23,07/08/2022,Leicester,Brentford,2,2,D,,,2,3.75,3.5,Only rows before current match
2022/23,07/08/2022,Man United,Brighton,1,2,A,,,1.6,4.2,5.25,Only rows before current match
2022/23,07/08/2022,West Ham,Man City,0,2,A,,,8,5,1.36,Only rows before current match
2022/23,13/08/2022,Aston Villa,Everton,2,1,H,,0.000,1.8,3.5,4.75,Only rows before current match
2022/23,13/08/2022,Arsenal,Leicester,4,2,H,,2.000,1.53,4.33,5.75,Only rows before current match
2022/23,13/08/2022,Brighton,Newcastle,0,0,D,2.000,,2.45,3.2,3,Only rows before current match
2022/23,13/08/2022,Man City,Bournemouth,4,0,H,2.000,,1.06,13,29,Only rows before current match
2022/23,13/08/2022,Southampton,Leeds,2,2,D,,,2.25,3.5,3.1,Only rows before current match
2022/23,13/08/2022,Wolves,Fulham,0,0,D,,,2.3,3.3,3.2,Only rows before current match
2022/23,13/08/2022,Brentford,Man United,4,0,H,,,3.75,3.5,2,Only rows before current match
2022/23,14/08/2022,Nott'm Forest,West Ham,1,0,H,,,4.2,3.6,1.85,Only rows before current match
2022/23,14/08/2022,Chelsea,Tottenham,2,2,D,,,2.25,3.4,3.2,Only rows before current match
2022/23,15/08/2022,Liverpool,Crystal Palace,1,1,D,,,1.18,6.75,16,Only rows before current match
2022/23,20/08/2022,Tottenham,Wolves,1,0,H,2.000,0.000,1.4,4.75,7.5,Only rows before current match
2022/23,20/08/2022,Crystal Palace,Aston Villa,3,1,H,1.000,,2.5,3.25,2.9,Only rows before current match
2022/23,20/08/2022,Everton,Nott'm Forest,1,1,D,,1.000,1.9,3.6,4,Only rows before current match
2022/23,20/08/2022,Fulham,Brentford,3,2,H,,,2.45,3.4,2.9,Only rows before current match
2022/23,20/08/2022,Leicester,Southampton,1,2,A,,,1.83,4,4,Only rows before current match
2022/23,20/08/2022,Bournemouth,Arsenal,0,3,A,,,8,4.75,1.4,Only rows before current match
2022/23,21/08/2022,Leeds,Chelsea,3,0,H,,,5.75,4.5,1.53,Only rows before current match
2022/23,21/08/2022,West Ham,Brighton,0,2,A,,,2.3,3.4,3.1,Only rows before current match
2022/23,21/08/2022,Newcastle,Man City,3,3,D,,,7.5,5,1.36,Only rows before current match
2022/23,22/08/2022,Man United,Liverpool,2,1,H,,,5.25,4.33,1.6,Only rows before current match
2022/23,27/08/2022,Southampton,Man United,0,1,A,,2.000,4.2,4,1.8,Only rows before current match
2022/23,27/08/2022,Brentford,Everton,1,1,D,,,2,3.5,3.75,Only rows before current match
2022/23,27/08/2022,Brighton,Leeds,1,0,H,2.000,,1.9,3.8,3.8,Only rows before current match
2022/23,27/08/2022,Chelsea,Leicester,2,1,H,,,1.4,5,7,Only rows before current match
2022/23,27/08/2022,Liverpool,Bournemouth,9,0,H,1.000,,1.1,10,26,Only rows before current match
2022/23,27/08/2022,Man City,Crystal Palace,4,2,H,,,1.18,7.5,13,Only rows before current match
2022/23,27/08/2022,Arsenal,Fulham,2,1,H,,,1.3,5.75,9,Only rows before current match
2022/23,28/08/2022,Aston Villa,West Ham,0,1,A,,,2.3,3.4,3.1,Only rows before current match
2022/23,28/08/2022,Wolves,Newcastle,1,1,D,,,2.7,3.3,2.7,Only rows before current match
2022/23,28/08/2022,Nott'm Forest,Tottenham,0,2,A,,,7,4.6,1.44,Only rows before current match
2022/23,30/08/2022,Crystal Palace,Brentford,1,1,D,2.000,,2.05,3.4,3.6,Only rows before current match
2022/23,30/08/2022,Fulham,Brighton,2,1,H,1.000,,3.1,3.3,2.3,Only rows before current match
2022/23,30/08/2022,Southampton,Chelsea,2,1,H,,,5.25,4,1.61,Only rows before current match
2022/23,30/08/2022,Leeds,Everton,1,1,D,,,2.15,3.5,3.3,Only rows before current match
2022/23,31/08/2022,Arsenal,Aston Villa,2,1,H,,,1.45,4.5,6,Only rows before current match
2022/23,31/08/2022,Bournemouth,Wolves,0,0,D,,,3.5,3.3,2.15,Only rows before current match
2022/23,31/08/2022,Man City,Nott'm Forest,6,0,H,,,1.06,13,29,Only rows before current match
2022/23,31/08/2022,West Ham,Tottenham,1,1,D,,,3.6,3.8,1.95,Only rows before current match
2022/23,31/08/2022,Liverpool,Newcastle,2,1,H,,,1.33,5.25,9,Only rows before current match
2022/23,01/09/2022,Leicester,Man United,0,1,A,,,3.4,3.75,2.05,Only rows before current match
2022/23,03/09/2022,Everton,Liverpool,0,0,D,,2.000,7,4.75,1.4,Only rows before current match
2022/23,03/09/2022,Brentford,Leeds,5,2,H,,,2.1,3.5,3.4,Only rows before current match
2022/23,03/09/2022,Chelsea,West Ham,2,1,H,,1.000,1.55,4.5,5.5,Only rows before current match
2022/23,03/09/2022,Newcastle,Crystal Palace,0,0,D,1.000,,2,3.5,3.75,Only rows before current match
2022/23,03/09/2022,Nott'm Forest,Bournemouth,2,3,A,,,1.95,3.5,3.8,Only rows before current match
2022/23,03/09/2022,Tottenham,Fulham,2,1,H,,,1.5,4.5,6.5,Only rows before current match
2022/23,03/09/2022,Wolves,Southampton,1,0,H,,,2.2,3.4,3.25,Only rows before current match
2022/23,03/09/2022,Aston Villa,Man City,1,1,D,,,8,5.5,1.33,Only rows before current match
2022/23,04/09/2022,Brighton,Leicester,5,2,H,,,1.83,3.5,4.5,Only rows before current match
2022/23,04/09/2022,Man United,Arsenal,3,1,H,,,2.5,3.5,2.7,Only rows before current match
2022/23,16/09/2022,Aston Villa,Southampton,1,0,H,1.000,0.000,2.1,3.5,3.5,Only rows before current match
2022/23,16/09/2022,Nott'm Forest,Fulham,2,3,A,,,2.75,3.3,2.62,Only rows before current match
2022/23,17/09/2022,Wolves,Man City,0,3,A,,1.000,9.5,5,1.33,Only rows before current match
2022/23,17/09/2022,Newcastle,Bournemouth,1,1,D,,,1.44,4.4,7.5,Only rows before current match
2022/23,17/09/2022,Tottenham,Leicester,6,2,H,,,1.45,4.5,7,Only rows before current match
2022/23,18/09/2022,Brentford,Arsenal,0,3,A,,,4.2,3.8,1.8,Only rows before current match
2022/23,18/09/2022,Everton,West Ham,1,0,H,,,2.9,3.25,2.5,Only rows before current match
2022/23,01/10/2022,Arsenal,Tottenham,3,1,H,3.000,6.000,2.05,3.75,3.3,Only rows before current match
2022/23,01/10/2022,Bournemouth,Brentford,0,0,D,1.000,0.000,3.3,3.4,2.2,Only rows before current match
2022/23,01/10/2022,Crystal Palace,Chelsea,1,2,A,,,4.2,3.6,1.85,Only rows before current match
2022/23,01/10/2022,Fulham,Newcastle,1,4,A,,,3,3.4,2.37,Only rows before current match
2022/23,01/10/2022,Liverpool,Brighton,3,3,D,,,1.33,5.25,8.5,Only rows before current match
2022/23,01/10/2022,Southampton,Everton,1,2,A,,,2.15,3.4,3.4,Only rows before current match
2022/23,01/10/2022,West Ham,Wolves,2,0,H,,,1.95,3.5,4.2,Only rows before current match
2022/23,02/10/2022,Man City,Man United,6,3,H,,,1.33,5.75,7.5,Only rows before current match
2022/23,02/10/2022,Leeds,Aston Villa,0,0,D,,,2.35,3.4,3,Only rows before current match
2022/23,03/10/2022,Leicester,Nott'm Forest,4,0,H,,,1.75,4,4.33,Only rows before current match
2022/23,08/10/2022,Bournemouth,Leicester,2,1,H,,4.000,3.6,3.4,2.05,Only rows before current match
2022/23,08/10/2022,Chelsea,Wolves,3,0,H,,0.000,1.4,4.5,8,Only rows before current match
2022/23,08/10/2022,Man City,Southampton,4,0,H,6.000,,1.11,10,17,Only rows before current match
2022/23,08/10/2022,Newcastle,Brentford,5,1,H,,,1.83,3.8,4.2,Only rows before current match
2022/23,08/10/2022,Brighton,Tottenham,0,1,A,,,2.8,3.4,2.5,Only rows before current match
2022/23,09/10/2022,Crystal Palace,Leeds,2,1,H,,,2.05,3.5,3.6,Only rows before current match
2022/23,09/10/2022,West Ham,Fulham,3,1,H,,,1.72,3.8,4.75,Only rows before current match
2022/23,09/10/2022,Arsenal,Liverpool,3,2,H,,,2.5,3.6,2.62,Only rows before current match
2022/23,09/10/2022,Everton,Man United,1,2,A,,,3.6,3.5,2.05,Only rows before current match
2022/23,10/10/2022,Nott'm Forest,Aston Villa,1,1,D,,,3.3,3.4,2.2,Only rows before current match
2022/23,14/10/2022,Brentford,Brighton,2,0,H,,,3.1,3.4,2.3,Only rows before current match
2022/23,15/10/2022,Leicester,Crystal Palace,0,0,D,,,2.3,3.4,3.1,Only rows before current match
2022/23,15/10/2022,Fulham,Bournemouth,2,2,D,,,1.85,3.75,4,Only rows before current match
2022/23,15/10/2022,Wolves,Nott'm Forest,1,0,H,,1.000,1.7,3.75,5,Only rows before current match
2022/23,15/10/2022,Tottenham,Everton,2,0,H,,,1.5,4.5,6.5,Only rows before current match
2022/23,16/10/2022,Aston Villa,Chelsea,0,2,A,,,4.33,3.75,1.8,Only rows before current match
2022/23,16/10/2022,Leeds,Arsenal,0,1,A,,,6,4.2,1.55,Only rows before current match
2022/23,16/10/2022,Man United,Newcastle,0,0,D,,,1.95,3.8,3.5,Only rows before current match
2022/23,16/10/2022,Southampton,West Ham,1,1,D,,,2.9,3.4,2.4,Only rows before current match
2022/23,16/10/2022,Liverpool,Man City,1,0,H,,,3.6,4,1.9,Only rows before current match
2022/23,18/10/2022,Brighton,Nott'm Forest,0,0,D,,,1.4,4.75,7,Only rows before current match
2022/23,18/10/2022,Crystal Palace,Wolves,2,1,H,,,2.25,3.1,3.4,Only rows before current match
2022/23,19/10/2022,Bournemouth,Southampton,0,1,A,,1.000,2.62,3.3,2.62,Only rows before current match
2022/23,19/10/2022,Brentford,Chelsea,0,0,D,,,4.75,3.8,1.72,Only rows before current match
2022/23,19/10/2022,Liverpool,West Ham,1,0,H,1.000,,1.4,5,7,Only rows before current match
2022/23,19/10/2022,Newcastle,Everton,1,0,H,,,1.6,3.8,5.75,Only rows before current match
2022/23,19/10/2022,Man United,Tottenham,2,0,H,,,2.45,3.5,2.75,Only rows before current match
2022/23,20/10/2022,Fulham,Aston Villa,3,0,H,,,2.9,3.3,2.5,Only rows before current match
2022/23,20/10/2022,Leicester,Leeds,2,0,H,,,2.25,3.6,3,Only rows before current match
2022/23,22/10/2022,Nott'm Forest,Liverpool,1,0,H,,1.000,11,6,1.25,Only rows before current match
2022/23,22/10/2022,Everton,Crystal Palace,3,0,H,0.000,,2.6,3.2,2.87,Only rows before current match
2022/23,22/10/2022,Man City,Brighton,3,1,H,,,1.2,7,13,Only rows before current match
2022/23,22/10/2022,Chelsea,Man United,1,1,D,,,2.05,3.5,3.5,Only rows before current match
2022/23,23/10/2022,Aston Villa,Brentford,4,0,H,,,2.1,3.5,3.5,Only rows before current match
2022/23,23/10/2022,Leeds,Fulham,2,3,A,,,2.05,3.5,3.6,Only rows before current match
2022/23,23/10/2022,Southampton,Arsenal,1,1,D,,,6,4,1.57,Only rows before current match
2022/23,23/10/2022,Wolves,Leicester,0,4,A,,,2.25,3.25,3.25,Only rows before current match
2022/23,23/10/2022,Tottenham,Newcastle,1,2,A,,,2.05,3.5,3.5,Only rows before current match
2022/23,24/10/2022,West Ham,Bournemouth,2,0,H,,,1.55,4,6,Only rows before current match
2022/23,29/10/2022,Leicester,Man City,0,1,A,4.000,,10,6.5,1.25,Only rows before current match
2022/23,29/10/2022,Bournemouth,Tottenham,2,3,A,0.000,1.000,5,3.8,1.7,Only rows before current match
2022/23,29/10/2022,Brentford,Wolves,1,1,D,,0.000,2.2,3.4,3.3,Only rows before current match
2022/23,29/10/2022,Brighton,Chelsea,4,1,H,,,3,3.3,2.4,Only rows before current match
2022/23,29/10/2022,Crystal Palace,Southampton,1,0,H,,,1.9,3.6,4,Only rows before current match
2022/23,29/10/2022,Newcastle,Aston Villa,4,0,H,,,1.8,3.75,4.5,Only rows before current match
2022/23,29/10/2022,Fulham,Everton,0,0,D,,,2.37,3.4,3,Only rows before current match
2022/23,29/10/2022,Liverpool,Leeds,1,2,A,,,1.3,6,9,Only rows before current match
2022/23,30/10/2022,Arsenal,Nott'm Forest,5,0,H,,,1.2,7,12,Only rows before current match
